,testPositivityRatio,caseDensity,infectionRate,date,Polarity Scores
976,0.132,22.1,1.01,2022-12-21,0.9692333333333334
977,0.134,23.0,1.0,2022-12-22,0.6831076923076923
978,0.137,21.2,1.0,2022-12-23,0.6443000000000001
979,0.138,21.2,1.0,2022-12-24,-0.9873000000000001
980,0.138,21.1,0.99,2022-12-25,0.9989
981,0.14,19.0,0.98,2022-12-26,-0.998
982,0.144,20.3,0.98,2022-12-27,0.6532142857142856
983,0.148,17.5,0.97,2022-12-28,0.9957
984,0.151,15.8,0.96,2022-12-29,0.817625
985,0.142,33.1,0.91,2023-01-06,0.5874090909090909
986,0.14,17.1,0.91,2023-01-07,-0.32453333333333334
987,0.138,12.0,0.91,2023-01-08,0.8457
988,0.134,12.3,0.91,2023-01-09,0.013275000000000009
989,0.128,12.5,0.9,2023-01-10,0.3039636363636364
990,0.123,18.4,0.91,2023-01-11,0.6255083333333333
991,0.119,19.9,0.91,2023-01-12,0.5379111111111111
992,0.116,16.5,0.91,2023-01-13,0.004600000000000011
993,0.114,16.6,0.92,2023-01-14,-0.10235
994,0.112,16.5,0.92,2023-01-15,0.542675
995,0.111,14.9,0.91,2023-01-16,0.9596666666666667
996,0.11,15.5,0.92,2023-01-17,0.9963200000000001
997,0.108,15.0,0.92,2023-01-18,0.746725
998,0.107,13.7,0.92,2023-01-19,0.4554
999,0.105,14.4,0.93,2023-01-21,0.24233333333333332
1000,0.105,14.4,0.93,2023-01-22,0.99805
1001,0.104,15.6,0.93,2023-01-23,0.19136
1002,0.103,14.3,0.94,2023-01-24,0.7865181818181818
1003,0.102,12.7,0.94,2023-01-25,0.3070333333333333
1004,0.101,13.2,0.95,2023-01-26,-0.005320000000000014
1005,0.102,12.0,0.96,2023-01-27,-0.42701428571428574
1006,0.101,12.0,0.96,2023-01-28,0.9916
1007,0.101,11.9,0.96,2023-01-29,0.33404
1008,0.1,11.8,0.97,2023-01-30,0.4957125
1009,0.1,11.8,0.97,2023-01-31,0.19788
1010,0.1,11.7,0.97,2023-02-01,0.0007999999999999952
1011,0.099,11.2,0.97,2023-02-02,0.19731
1012,0.098,13.4,0.97,2023-02-03,0.23416666666666672
1013,0.098,13.4,0.97,2023-02-04,-0.58396
1014,0.097,13.3,0.97,2023-02-05,0.9894
1015,0.097,13.1,0.97,2023-02-06,0.46979
1016,0.096,13.1,0.96,2023-02-07,0.7666299999999999
1017,0.096,13.2,0.96,2023-02-08,0.7423333333333333
1018,0.096,13.3,0.96,2023-02-09,0.755170588235294
1019,0.096,11.1,0.96,2023-02-10,0.5819300000000001
1020,0.096,11.1,0.96,2023-02-11,0.041549999999999976
1021,0.096,11.1,0.96,2023-02-12,0.39904999999999996
1022,0.095,11.1,0.95,2023-02-13,0.835925
1023,0.095,10.9,0.95,2023-02-14,0.9581
1024,0.094,10.5,0.95,2023-02-15,0.2559
1025,0.092,10.5,0.96,2023-02-16,0.46044545454545455
1026,0.092,11.9,0.96,2023-02-17,-0.05700999999999999
1027,0.092,12.0,0.96,2023-02-18,0.491725
1028,0.091,12.0,0.96,2023-02-19,0.9954666666666666
1029,0.091,11.3,0.96,2023-02-20,-0.9258
1030,0.09,11.4,0.96,2023-02-21,0.21386
1031,0.089,11.3,0.96,2023-02-22,0.4219
1032,0.088,11.0,0.96,2023-02-23,0.5567888888888889
1033,0.086,9.5,0.96,2023-02-24,0.25355999999999995
1034,0.085,9.4,0.95,2023-02-25,-0.17229999999999998
1035,0.084,9.4,0.95,2023-02-26,-0.2722333333333334
1036,0.083,9.8,0.94,2023-02-27,0.9466333333333333
1037,0.081,9.8,0.93,2023-02-28,0.7005222222222223
1038,0.08,9.2,0.91,2023-03-01,0.32103333333333334
1039,0.078,9.1,0.9,2023-03-02,0.19134
1040,0.077,11.6,0.89,2023-03-03,0.19702000000000003
1041,0.076,11.6,0.88,2023-03-04,0.9960333333333334
1042,0.075,11.6,0.86,2023-03-05,0.991925
1043,0.073,11.5,0.85,2023-03-06,-0.001499999999999983
1044,0.072,11.3,0.83,2023-03-07,0.5105999999999999
1045,0.071,10.2,0.82,2023-03-08,0.39755
1046,0.07,9.9,0.81,2023-03-09,0.007599999999999996
1047,0.07,7.4,0.81,2023-03-10,0.8874875
1048,0.069,7.4,0.81,2023-03-11,0.8946000000000001
1049,0.069,7.3,0.8,2023-03-12,0.9995
1050,0.069,7.3,0.81,2023-03-13,0.9609833333333334
1051,0.068,7.1,0.81,2023-03-14,0.7076
1052,0.066,5.0,0.84,2023-03-16,0.35796923076923076
1053,0.066,5.5,0.86,2023-03-17,0.2782125
1054,0.066,5.5,0.88,2023-03-18,0.9951428571428572
1055,0.065,5.5,0.9,2023-03-19,0.987425
1056,0.065,5.3,0.92,2023-03-20,0.5186444444444445
1057,0.066,5.2,0.94,2023-03-21,0.4058
1058,0.066,6.7,0.96,2023-03-22,0.7257999999999999
1059,0.067,5.4,0.99,2023-03-24,0.503523076923077
1060,0.066,6.6,1.01,2023-03-25,0.10810000000000002
1061,0.066,7.8,1.02,2023-03-26,0.5012333333333333
1062,0.066,8.5,1.02,2023-03-27,0.27075
1063,0.066,8.9,1.02,2023-03-28,-0.1583857142857143
1064,0.065,7.5,1.02,2023-03-29,0.60838125
1065,0.064,7.2,1.02,2023-03-30,0.3355461538461538
1066,0.064,7.0,1.01,2023-03-31,-0.17995555555555554
1067,0.064,6.7,1.01,2023-04-01,0.7334
1068,0.063,6.5,1.0,2023-04-02,0.99125
1069,0.063,6.2,0.98,2023-04-03,0.9768909090909091
1070,0.062,5.9,0.97,2023-04-04,0.6141636363636364
1071,0.062,5.7,0.96,2023-04-05,0.7108583333333334
1072,0.062,5.5,0.95,2023-04-06,0.4120916666666667
1073,0.062,5.4,0.95,2023-04-07,0.5216222222222222
1074,0.061,5.3,0.94,2023-04-08,0.338
1075,0.061,5.1,0.94,2023-04-09,0.9672333333333333
1076,0.06,5.0,0.93,2023-04-10,0.2666636363636364
1077,0.061,4.9,0.92,2023-04-11,-0.17742
1078,0.06,4.7,0.92,2023-04-12,0.38270000000000004
1079,0.06,4.7,0.93,2023-04-13,-0.2179625
1080,0.059,4.7,0.93,2023-04-14,0.1833875
1081,0.059,4.7,0.93,2023-04-15,0.34193333333333326
1082,0.058,4.7,0.93,2023-04-16,0.9618666666666668
1083,0.057,4.6,0.93,2023-04-17,0.20026000000000002
1084,0.056,4.6,0.93,2023-04-18,0.016478571428571436
1085,0.054,4.6,0.93,2023-04-19,0.7093266666666668
1086,0.053,4.5,0.93,2023-04-20,0.4502
1087,0.052,4.5,0.94,2023-04-21,0.21244285714285713
1088,0.051,4.4,0.94,2023-04-22,0.32613333333333333
1089,0.051,4.4,0.94,2023-04-23,0.6583
1090,0.05,4.3,0.94,2023-04-24,0.7432875
1091,0.05,4.2,0.94,2023-04-25,0.5870200000000001
1092,0.05,4.2,0.95,2023-04-26,0.2492909090909091
1093,0.05,4.1,0.96,2023-04-27,0.3866222222222222
1094,0.049,4.0,0.98,2023-04-28,0.5428999999999999
1095,0.049,4.0,0.99,2023-04-29,0.97204
1096,0.05,3.9,1.0,2023-04-30,0.3113666666666667
1097,0.05,3.8,1.01,2023-05-01,0.79501
1098,0.05,3.8,1.03,2023-05-02,0.5492444444444444
1099,0.051,3.7,1.05,2023-05-03,0.5556222222222222
1100,0.051,3.6,1.07,2023-05-04,0.643925
1101,0.05,3.6,1.09,2023-05-05,0.09086666666666669
1102,0.05,3.5,1.11,2023-05-06,0.9404
1103,0.05,3.4,1.13,2023-05-07,-0.004149999999999987
1104,0.049,3.4,1.15,2023-05-08,0.14244285714285715
1105,0.049,3.3,1.17,2023-05-09,0.20376363636363637
